3.153, 0.7598, 0, 0, -0.03919488
0.08, 0.7598, 1.314, 0, -0.03799
0.087, 0.7598, 3.066, -0.5435, -0.03799
0.084, 0.7598, 5.256, -0.5134, -0.03799
0.085, 0.7599, 6.7858, -0.5134, -0.03800088
0.091, 0.7598, 0.4572, -0.5134, -0.03798451
0.085, 0.7596, 1.7573, -0.5137, -0.03796824
0.083, 0.7593, 0.8063, -0.5133, -0.03794693
0.093, 0.759, 0.5873, -0.5129, -0.03793387
0.087, 0.7585, 0.7168, -0.5123, -0.03789626
0.084, 0.758, 0.8302, -0.512, -0.03787024
0.084, 0.7574, 0.9423, -0.5111, -0.03783429
0.08, 0.7568, 1.1065, -0.5104, -0.0378025
0.084, 0.756, 1.2468, -0.5095, -0.03775238
0.084, 0.7552, 1.3839, -0.5087, -0.03771238
0.089, 0.754, 1.6507, -0.5075, -0.03763258
0.087, 0.7528, 1.8182, -0.5065, -0.03757103
0.089, 0.7512, 2.1282, -0.5045, -0.03747011
0.087, 0.7497, 2.3323, -0.5029, -0.03739879
0.092, 0.7475, 2.6397, -0.5004, -0.03725543
0.088, 0.7456, 2.9206, -0.4986, -0.03717205
0.1, 0.7434, 3.211, -0.4951, -0.03706
0.088, 0.7403, 3.5426, -0.493, -0.03683886
0.08, 0.7376, 3.8072, -0.4902, -0.03671125
0.085, 0.7339, 4.1312, -0.4846, -0.03647735
0.095, 0.7306, 4.3881, -0.4814, -0.03635632
0.1, 0.7261, 4.7063, -0.4756, -0.03608
0.076, 0.7222, 4.9587, -0.4726, -0.03585342
0.084, 0.717, 5.2713, -0.4657, -0.03554048
0.088, 0.7124, 5.5191, -0.46, -0.03535864
0.092, 0.7076, 5.7649, -0.4522, -0.03511913
0.08, 0.7011, 6.0694, -0.4476, -0.03464875
0.084, 0.6955, 6.3107, -0.4416, -0.03444167
0.08, 0.6896, 6.55, -0.4299, -0.03411125
0.093, 0.6852, 6.7874, -0.4247, -0.03402344
0.1, 0.6882, 7.0813, -0.4164, -0.03456
0.092, 0.6877, 7.3722, -0.4143, -0.03435783
0.083, 0.6889, 7.6027, -0.4277, -0.03451729
0.088, 0.6935, 7.8314, -0.4226, -0.03493636
0.084, 0.7022, 8.1145, -0.4266, -0.03562786
0.084, 0.7104, 8.339, -0.4371, -0.0360081
0.093, 0.7185, 8.5616, -0.4544, -0.03636048
0.087, 0.7286, 8.8372, -0.4639, -0.03701046
0.085, 0.7365, 9.0557, -0.4727, -0.03728971
0.104, 0.7462, 9.3262, -0.4889, -0.03777635
0.083, 0.7557, 9.594, -0.4959, -0.03835729
0.084, 0.763, 9.8062, -0.5081, -0.03858452
0.096, 0.77, 10.0167, -0.5226, -0.03886458
0.085, 0.7784, 10.2773, -0.5283, -0.03941412
0.08, 0.7847, 10.4839, -0.5353, -0.03962875
0.099, 0.7922, 10.7398, -0.549, -0.03998879
0.089, 0.7976, 10.9425, -0.5544, -0.04018337
0.084, 0.8039, 11.1936, -0.5634, -0.04057
0.095, 0.8083, 11.0697, -0.5683, -0.04064658
0.084, 0.8122, 11.6995, -0.5779, -0.04084214
0.081, 0.8156, 12.0002, -0.5798, -0.04098988
0.099, 0.8189, 11.7302, -0.5847, -0.04111167
0.084, 0.821, 11.8712, -0.5884, -0.041175
0.081, 0.8226, 12.5204, -0.5915, -0.04122877
0.103, 0.8231, 12.7229, -0.593, -0.04117927
0.081, 0.8228, 12.7931, -0.5944, -0.04112148
0.087, 0.8216, 12.7598, -0.5931, -0.04101103
0.085, 0.8195, 13.051, -0.5917, -0.04085147
0.083, 0.8158, 13.63, -0.5889, -0.04056711
0.084, 0.8119, 13.7997, -0.585, -0.04036286
0.108, 0.8071, 13.9876, -0.5778, -0.04013278
0.089, 0.7999, 13.7375, -0.5727, -0.03959051
0.083, 0.7912, 14.405, -0.567, -0.0390359
0.089, 0.7832, 14.5869, -0.5534, -0.03871056
0.095, 0.7718, 14.3717, -0.5396, -0.03799
0.085, 0.7617, 14.5315, -0.5314, -0.03749088
0.087, 0.7505, 14.6934, -0.5134, -0.03688132
0.076, 0.7351, 15.3695, -0.5009, -0.03574184
0.095, 0.7252, 15.0256, -0.4857, -0.03573895
0.097, 0.7074, 15.6977, -0.4572, -0.03445247
0.076, 0.6882, 15.441, -0.4571, -0.03314684
0.085, 0.6717, 15.6044, -0.425, -0.03261441
0.088, 0.6543, 15.7661, -0.3923, -0.03172636
0.083, 0.6312, 16.4193, -0.379, -0.03016843
0.1, 0.6069, 16.1632, -0.3568, -0.02913
0.101, 0.5909, 16.3202, -0.3179, -0.02875292
0.084, 0.5811, 16.9619, -0.2919, -0.02847167
0.086, 0.5815, 17.114, -0.2825, -0.02909826
0.101, 0.5882, 17.2648, -0.2755, -0.02974168
0.085, 0.5967, 17.014, -0.2911, -0.030335
0.084, 0.6042, 17.6371, -0.3072, -0.03065643
0.101, 0.6105, 17.3875, -0.322, -0.03083688
0.087, 0.6148, 17.5362, -0.3301, -0.03098713
0.083, 0.6182, 17.6843, -0.3346, -0.03111482
0.092, 0.6208, 17.8318, -0.3383, -0.0311813
0.093, 0.6229, 18.4207, -0.3415, -0.0312579
0.088, 0.6236, 18.2002, -0.3432, -0.03121977
0.092, 0.6231, 18.3453, -0.3451, -0.03112783
0.1, 0.6217, 18.4897, -0.3442, -0.031015
0.084, 0.6186, 19.0293, -0.3419, -0.03074548
0.088, 0.614, 18.8471, -0.339, -0.03043864
0.079, 0.6093, 18.9881, -0.3323, -0.03016753
0.085, 0.6035, 19.1276, -0.3246, -0.02983382
0.095, 0.5968, 19.265, -0.3179, -0.02948737
0.084, 0.5871, 19.7378, -0.3095, -0.02877762
0.08, 0.5782, 19.8646, -0.3009, -0.02835375
0.103, 0.5659, 19.7321, -0.2831, -0.02769791
0.077, 0.555, 19.8621, -0.2725, -0.02704221
0.089, 0.5432, 19.991, -0.2561, -0.02649708
0.083, 0.5305, 20.1187, -0.2397, -0.02575994
0.093, 0.5135, 20.5483, -0.2261, -0.02476102
0.086, 0.4954, 20.4335, -0.2077, -0.02371767
0.105, 0.48, 20.5577, -0.1827, -0.02326667
0.08, 0.4599, 20.9678, -0.1566, -0.02173875
0.084, 0.4432, 21.0853, -0.1453, -0.02116595
0.093, 0.4332, 21.2018, -0.1071, -0.02112237
0.083, 0.4377, 21.1052, -0.0928, -0.02215608
0.085, 0.4547, 21.2244, -0.0917, -0.023735
0.092, 0.4775, 21.6015, -0.1176, -0.02511413
0.087, 0.4952, 21.7133, -0.157, -0.02577724
0.089, 0.5166, 21.6351, -0.1915, -0.02703225
0.087, 0.533, 21.7508, -0.2081, -0.02759253
0.076, 0.5486, 21.8657, -0.2395, -0.02845632
0.085, 0.5634, 21.98, -0.2535, -0.02904059
0.096, 0.5806, 22.309, -0.2751, -0.02992583
0.079, 0.5933, 22.4135, -0.2897, -0.0304688
0.085, 0.6048, 22.5165, -0.3118, -0.03091647
0.103, 0.6176, 22.4886, -0.3254, -0.03150136
0.084, 0.6264, 22.6013, -0.3366, -0.03184381
0.097, 0.6339, 22.7144, -0.3512, -0.0320816
0.084, 0.6413, 22.9586, -0.3598, -0.03250548
0.088, 0.6465, 22.9997, -0.3657, -0.03262045
0.088, 0.649, 23.1123, -0.3763, -0.03259205
0.093, 0.6499, 23.2207, -0.3792, -0.03254339
0.087, 0.6489, 23.3721, -0.3785, -0.03238753
0.079, 0.6462, 23.4671, -0.3773, -0.03213911
0.084, 0.642, 23.5624, -0.3734, -0.03185
0.092, 0.6361, 23.6576, -0.3671, -0.03148435
0.084, 0.6415, 23.773, -0.3599, -0.03239643
0.088, 0.6638, 23.8687, -0.3508, -0.03445705
0.08, 0.7028, 23.9879, -0.3736, -0.0375775
0.101, 0.7323, 24.0809, -0.4251, -0.0380754
0.089, 0.7665, 24.196, -0.5031, -0.04024635
0.099, 0.7972, 24.3105, -0.5156, -0.04141051
0.087, 0.8192, 24.401, -0.5698, -0.04222437
0.093, 0.8432, 24.5132, -0.5989, -0.04345032
0.083, 0.8593, 24.6021, -0.6193, -0.04393488
0.085, 0.8725, 24.6903, -0.6499, -0.04440147
0.103, 0.8848, 24.7994, -0.662, -0.04483709
0.08, 0.8912, 24.886, -0.6737, -0.04496
0.085, 0.8947, 24.9931, -0.6846, -0.04494088
0.088, 0.8938, 25.0781, -0.6877, -0.04463886
0.1, 0.8879, 25.1833, -0.6872, -0.0441
0.084, 0.8795, 25.2667, -0.6796, -0.043475
0.096, 0.8641, 25.37, -0.6662, -0.04240292
0.072, 0.8481, 25.4519, -0.6505, -0.04129389
0.092, 0.8288, 25.5331, -0.6237, -0.04039109
0.092, 0.8062, 25.6136, -0.596, -0.03908174
0.095, 0.7737, 25.7133, -0.5734, -0.03697447
0.085, 0.7512, 25.8121, -0.5407, -0.03623647
